playlist_id,playlist_name,curator_type,curator,playlist_followers,track_id,track_title,artist,artist_id,artist_country,region_group,diaspora,track_popularity,artist_popularity,playlist_position,release_year,album_label,label_type,danceability,energy,valence,tempo,acousticness,instrumentalness,liveness,speechiness,loudness,key,mode,time_signature
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,0UP1t8bOHiRzdeet1WYXLo,Commitment,"Craig David, Tiwa Savage",2JyWXPbkqI5ZJa3gwqVa0c,United Kingdom,Northern Europe,True,52,64,42,2025,Unknown,Independent,0.781,0.705,0.644,90.0,0.133,0.1476,0.088,0.3,-4.5,9,0,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,1mSdbey7RstGLY2udgXv74,Essence (feat. Justin Bieber & Tems),"Wizkid, Justin Bieber, Tems",3tVQdUvClmAT7URs9V3rsp,Nigeria,West Africa,False,58,81,43,2021,Unknown,Independent,0.656,0.671,0.625,120.8,0.352,0.0355,0.193,0.3,-4.36,3,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,6rOqLUy3kp0PVQQEtNPpbQ,Happiness (feat. Asake & Gunna),"Sarz, Asake, Gunna",408vMm7y1227ASq7GmWygZ,Nigeria,West Africa,False,61,65,44,2023,Unknown,Independent,0.617,0.692,0.563,119.9,0.032,0.0981,0.35,0.132,-5.62,1,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,7aVBqiVYeTIgbu9o6IFT4q,Feel Nice,"DJ Boat, Ghetto Boy",0Btky5ia7ihAQE8UEXPmbQ,Ghana,West Africa,False,50,47,45,2025,Unknown,Independent,0.654,0.738,0.599,135.0,0.196,0.0259,0.316,0.236,-6.15,9,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,3ZHp0uqvOEvwQ609XxePnQ,Gyae Me,"DJ Boat, Supa Gaeta, Medikal",0Btky5ia7ihAQE8UEXPmbQ,Ghana,West Africa,False,11,47,46,2025,Unknown,Independent,0.829,0.769,0.693,94.7,0.059,0.0765,0.346,0.224,-3.76,8,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,4FwFYYUzsA3YN2cNeVtdgg,Blessings,"DJ Boat, Vudumane",0Btky5ia7ihAQE8UEXPmbQ,Ghana,West Africa,False,41,47,47,2025,Unknown,Independent,0.673,0.697,0.463,100.3,0.357,0.0253,0.22,0.3,-6.48,0,0,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,2rDtfPMI5mDJVTwYYG00QI,"Soweto (with Don Toliver, Rema and Tempoe)","Victony, Rema, Tempoe, Don Toliver",1E5hfn5BduN2nnoZCJmUVG,Nigeria,West Africa,False,15,67,48,2023,Unknown,Independent,0.71,0.809,0.664,90.0,0.09,0.0183,0.218,0.3,-6.21,5,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,1LRGZESVn8eF7WVY5DzLNy,Ta Ta Ta (with Jason Derulo),"Bayanni, Jason Derulo",6FbCERtE2CKqEWihHMYjcG,Nigeria,West Africa,False,59,56,49,2023,Unknown,Independent,0.631,0.599,0.582,98.9,0.323,0.1392,0.078,0.215,-5.47,2,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,3FskQrDXcY24ur2fCvz35O,Ye,Burna Boy,3wcj11K77LjEY1PkEazffa,Nigeria,West Africa,False,69,80,50,2018,Unknown,Independent,0.668,0.731,0.619,113.1,0.344,0.0164,0.328,0.217,-6.33,1,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,6XM53PbvlzhuNtJZtpl7RP,In My Bed,"Rotimi, Wale",1xBARhKI09ZTmeePVDWMCf,United States,North America,True,67,56,51,2019,Unknown,Independent,0.713,0.714,0.63,104.3,0.187,0.0628,0.173,0.208,-3.51,2,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,4vb777iaycnlFxVkJMmtfd,Peru,"Fireboy DML, Ed Sheeran",75VKfyoBlkmrJFDqo1o2VY,Nigeria,West Africa,False,47,71,52,2021,Unknown,Independent,0.765,0.683,0.768,128.8,0.162,0.0361,0.35,0.3,-6.08,10,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,4ou5xyFUJX4VwX76tw1qb1,Fall,Davido,0Y3agQaa6g2r0YmHPOO9rh,Nigeria,West Africa,False,60,75,53,2017,Unknown,Independent,0.745,0.743,0.538,90.0,0.146,0.0651,0.289,0.172,-5.07,0,0,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,0dCOSNPQizhMMjO6UxGlzi,Drogba (Joanna),Afro B,7oMRcCu0OYSCtCyS3P37iC,United Kingdom,Northern Europe,True,63,50,54,2018,Unknown,Independent,0.664,0.735,0.594,116.1,0.113,0.0189,0.323,0.216,-4.67,4,0,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,3z4CGd63tpUn9a6oQSG0CI,Location (feat. Burna Boy),"Dave, Burna Boy",6Ip8FS7vWT1uKkJSweANQK,United Kingdom,Northern Europe,True,76,81,55,2019,Unknown,Independent,0.654,0.862,0.859,135.0,0.208,0.0393,0.35,0.3,-4.3,10,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,4slSrbTK1sNK4I1mDYEthf,Rover (feat. DTG),"S1mba, DTG",71jSVPQ6yskfyvWeiwvT5s,United Kingdom,Northern Europe,True,69,55,56,2020,Unknown,Independent,0.641,0.595,0.605,121.7,0.105,0.019,0.056,0.204,-7.93,1,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,0PXukVbYpvz40KcEFKnIw7,Don't Rush (feat. Headie One),"Young T & Bugsey, Headie One",6M6XXCcO5gI68XpIlrUL3Z,United Kingdom,Northern Europe,True,59,53,57,2019,Unknown,Independent,0.644,0.698,0.632,113.2,0.29,0.0307,0.35,0.3,-4.25,4,0,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,3mARtPEP8hi1LzMctEwVN4,Tony Montana,"Skepta, Portable, JAE5",2p1fiYHYiXz9qi0JJyxBzN,United Kingdom,Northern Europe,True,52,76,58,2024,Unknown,Independent,0.688,0.694,0.741,98.5,0.156,0.0124,0.067,0.082,-6.27,2,0,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,5aIVCx5tnk0ntmdiinnYvw,Water,Tyla,3SozjO3Lat463tQICI9LcE,South Africa,Southern Africa,False,83,78,59,2023,Unknown,Independent,0.712,0.764,0.624,113.3,0.228,0.0285,0.303,0.3,-7.86,11,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,5YbPxJwPfrj7uswNwoF1pJ,Last Last,Burna Boy,3wcj11K77LjEY1PkEazffa,Nigeria,West Africa,False,67,80,60,2022,Unknown,Independent,0.662,0.605,0.75,90.0,0.288,0.0379,0.182,0.3,-4.81,4,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,4gvrJnKCKIPiacNsWVQwEU,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,"CKay, Dj Yo!, AX'EL",048LktY5zMnakWq7PTtFrz,Nigeria,West Africa,False,72,68,61,2021,Unknown,Independent,0.55,0.74,0.63,127.8,0.302,0.0201,0.35,0.25,-6.05,5,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,2WigMwGJysIh9fRnSJvpjn,KU LO SA - A COLORS SHOW,Oxlade,3WTrdbZU99dgTtt3ZkyamT,Nigeria,West Africa,False,71,62,62,2022,Unknown,Independent,0.595,0.648,0.584,100.6,0.092,0.039,0.147,0.218,-3.0,1,0,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,5Wt7ngK753xBhSjb9lRfSR,Tipsy (feat. RAYE),"Odunsi (The Engine), RAYE",3QAWvRmq1TMLuNtDKVyRaW,Nigeria,West Africa,False,49,43,63,2019,Unknown,Independent,0.663,0.842,0.71,108.2,0.156,0.0528,0.211,0.3,-5.36,1,0,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,1A1ifX8sWzelNpkL5PxcHT,Last Heartbreak Song (feat. Giveon),"Ayra Starr, GIVĒON",3ZpEKRjHaHANcpk10u6Ntq,Nigeria,West Africa,False,69,75,64,2024,Unknown,Independent,0.718,0.925,0.373,122.9,0.182,0.0539,0.257,0.194,-5.03,11,0,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,3QO1m6i0nsrp8aOnapvbkx,Blessed (feat. Damian Marley),"Wizkid, Damian Marley",3tVQdUvClmAT7URs9V3rsp,Nigeria,West Africa,False,63,81,65,2020,Unknown,Independent,0.706,0.718,0.43,135.0,0.149,0.0747,0.098,0.3,-5.94,1,0,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,6F5bERiTAIAVAP8ZUh0tqE,Different (feat. Damian Marley & Angelique Kidjo),"Burna Boy, Angelique Kidjo, Damian Marley",3wcj11K77LjEY1PkEazffa,Nigeria,West Africa,False,41,80,66,2019,Unknown,Independent,0.85,0.815,0.61,92.8,0.141,0.0544,0.29,0.3,-7.17,0,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,7rpWDu9GPlLxbLorYKVys7,Gbona,Burna Boy,3wcj11K77LjEY1PkEazffa,Nigeria,West Africa,False,63,80,67,2019,Unknown,Independent,0.687,0.793,0.845,96.0,0.227,0.0335,0.05,0.161,-4.99,10,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,11RIJRbBfyLlJut96itSFd,Energy (Stay Far Away),"Skepta, Wizkid",2p1fiYHYiXz9qi0JJyxBzN,United Kingdom,Northern Europe,True,63,76,68,2018,Unknown,Independent,0.782,0.642,0.705,105.1,0.182,0.15,0.35,0.168,-6.01,6,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,6XpEm7VJ7TZxZTawH8BCSW,Jump,"Tyla, Gunna, Skillibeng",3SozjO3Lat463tQICI9LcE,South Africa,Southern Africa,False,71,78,69,2024,Unknown,Independent,0.623,0.8,0.562,110.4,0.083,0.0115,0.095,0.3,-3.48,5,0,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,6HTjqv0AsiZ34fOMcGCbSX,Bad Vibes (feat. Seyi Vibez),"Ayra Starr, Seyi Vibez",3ZpEKRjHaHANcpk10u6Ntq,Nigeria,West Africa,False,56,75,70,2024,Unknown,Independent,0.794,0.597,0.518,113.9,0.154,0.053,0.35,0.284,-5.43,11,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,7u4rtLutaP41FJs5dva48a,Call Melanin,"Kobi Jonz, DJ Boat",5k9IrMHs9Jfpk8A94Ta7nR,Nigeria,West Africa,False,0,45,71,2019,Unknown,Independent,0.662,0.857,0.666,101.1,0.172,0.0099,0.164,0.3,-4.87,1,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,2QcTf5lLMrrWTiElDInpTb,I love you,"Dadju, Tayc",4sbXXFzEWJY2zsZjelerjX,France,Western Europe,True,61,71,72,2023,Unknown,Independent,0.576,0.69,0.638,97.2,0.223,0.1188,0.184,0.3,-3.84,6,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,44SSviC4R1TkAdsyptjDpE,Anybody,Burna Boy,3wcj11K77LjEY1PkEazffa,Nigeria,West Africa,False,53,80,73,2019,Unknown,Independent,0.76,0.579,0.373,118.6,0.228,0.0123,0.255,0.217,-6.12,5,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,3ltc9j6uh3LvO7FuXm6Ix3,For My Hand (feat. Ed Sheeran),"Burna Boy, Ed Sheeran",3wcj11K77LjEY1PkEazffa,Nigeria,West Africa,False,64,80,74,2022,Unknown,Independent,0.755,0.584,0.665,115.4,0.156,0.071,0.094,0.052,-3.0,8,0,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,6sfdU1tGLpXhjjLjGJa0zA,FIA,Davido,0Y3agQaa6g2r0YmHPOO9rh,Nigeria,West Africa,False,54,75,75,2017,Unknown,Independent,0.761,0.662,0.54,108.6,0.097,0.025,0.241,0.3,-3.42,9,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,0SjQBdIddPvKSWxr8vk6QX,Dumebi,Rema,46pWGuE3dSwY3bMMXGBvVS,Nigeria,West Africa,False,67,77,76,2019,Unknown,Independent,0.68,0.783,0.487,102.7,0.143,0.09,0.121,0.07,-4.9,2,0,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,22uU5EVRx6rVpuUANTFEhn,Love Riddim,Rotimi,1xBARhKI09ZTmeePVDWMCf,United States,North America,True,61,56,77,2019,Unknown,Independent,0.684,0.801,0.517,102.2,0.369,0.0153,0.142,0.112,-3.81,6,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,5ZtK8XAVnoaGdBXZWCEVCY,Lonely At The Top,Asake,3a1tBryiczPAZpgoZN9Rzg,Nigeria,West Africa,False,70,75,78,2023,Unknown,Independent,0.643,0.66,0.654,98.3,0.276,0.0833,0.05,0.17,-7.72,4,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,5YEVBJnnt2qMM67NGCjEdV,INTOXYCATED,"Oxlade, Dave",3WTrdbZU99dgTtt3ZkyamT,Nigeria,West Africa,False,54,62,79,2023,Unknown,Independent,0.85,0.718,0.638,118.1,0.05,0.0442,0.348,0.143,-5.72,10,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,2OjTITI1CrRiIiqiNj9KOu,Sensational (feat. Davido & Lojay),"Chris Brown, Davido, Lojay",7bXgB6jMjp9ATFy66eO08Z,United States,North America,True,42,88,80,2023,Unknown,Independent,0.762,0.801,0.664,113.5,0.241,0.0579,0.256,0.237,-3.0,10,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,1rHPk2p3MQTh2wloo3P9zE,Perfect Combi,"King Promise, Gabzy",4tIKaxUmpXzshok2yCnwdf,Ghana,West Africa,False,51,59,81,2023,Unknown,Independent,0.737,0.788,0.721,113.5,0.167,0.0621,0.117,0.282,-3.0,11,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,3KSnA0j67IFkiwmEotMGin,Secret (feat. Jeremih & Serani),"Burna Boy, Jeremih, Serani",3wcj11K77LjEY1PkEazffa,Nigeria,West Africa,False,53,80,82,2019,Unknown,Independent,0.74,0.644,0.819,112.8,0.117,0.0857,0.184,0.196,-5.33,5,0,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,6hyTI3In7vu6fqFRoypcuz,Common Person,Burna Boy,3wcj11K77LjEY1PkEazffa,Nigeria,West Africa,False,49,80,83,2022,Unknown,Independent,0.708,0.682,0.592,100.3,0.31,0.0256,0.224,0.3,-5.76,11,0,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,54UrIc5qQRjX128jcvMKIT,Miss You Bad,"Mr Eazi, Burna Boy",4TAoP0f9OuWZUesao43xUW,Nigeria,West Africa,False,54,62,84,2018,Unknown,Independent,0.85,0.779,0.697,106.2,0.185,0.1094,0.179,0.171,-5.52,7,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,1Ad8oEhaNWDe5shUeZYlYH,City Boys,Burna Boy,3wcj11K77LjEY1PkEazffa,Nigeria,West Africa,False,43,80,85,2023,Unknown,Independent,0.751,0.676,0.581,127.2,0.171,0.007,0.05,0.178,-5.49,3,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,5s7j77zpP6e9uz2Q1DU851,I Like (feat. WizKid),"Kojo Funds, Wizkid",2o9hRZ3xI27UQpHT61A4Mm,United Kingdom,Northern Europe,True,54,51,86,2019,Unknown,Independent,0.681,0.809,0.893,121.7,0.4,0.105,0.181,0.281,-4.99,6,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,4i8ObH2xPP4DSNniUJlgar,Check (with RAYE),"Kojo Funds, RAYE",2o9hRZ3xI27UQpHT61A4Mm,United Kingdom,Northern Europe,True,49,51,87,2018,Unknown,Independent,0.752,0.701,0.743,90.0,0.05,0.0377,0.05,0.3,-3.0,11,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,6oOCGD2Sp9UTcDsuDz8Hdu,understand,Omah Lay,5yOvAmpIR7hVxiS6Ls5DPO,Nigeria,West Africa,False,68,74,88,2022,Unknown,Independent,0.662,0.765,0.697,125.0,0.098,0.029,0.252,0.3,-6.84,0,0,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,18t2ofQiViidZHxOBVjpD1,Koroba,Tiwa Savage,1hNaHKp2Za5YdOAG0WnRbc,Nigeria,West Africa,False,59,61,89,2020,Unknown,Independent,0.569,0.801,0.664,124.2,0.143,0.0273,0.35,0.3,-6.46,7,0,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,4wvnXoQqjIOoEis5eyTbCl,Lazarus (feat. Boj),"Dave, Boj",6Ip8FS7vWT1uKkJSweANQK,United Kingdom,Northern Europe,True,64,81,90,2021,Unknown,Independent,0.569,0.592,0.721,120.6,0.11,0.0241,0.137,0.3,-4.36,3,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,5c549LWiKCWGvcDsZwMN6v,Soundgasm,Rema,46pWGuE3dSwY3bMMXGBvVS,Nigeria,West Africa,False,61,77,91,2021,Unknown,Independent,0.85,0.726,0.839,113.7,0.075,0.0281,0.07,0.206,-4.81,6,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,6lZ5p6VTbZ2ZvnsdTlLv7I,emiliana,CKay,048LktY5zMnakWq7PTtFrz,Nigeria,West Africa,False,58,68,92,2022,Unknown,Independent,0.686,0.831,0.659,122.4,0.264,0.0853,0.113,0.3,-5.94,8,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,4tr4oHjFijp0EgISHYDIXe,Sip (Alcohol),Joeboy,1XavfPKBpNjkOfxHINlMHF,Nigeria,West Africa,False,59,63,93,2021,Unknown,Independent,0.618,0.729,0.658,108.6,0.044,0.072,0.191,0.183,-4.01,7,0,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,33dN3Nd9aRz4nzha4oIGnX,Godly,Omah Lay,5yOvAmpIR7hVxiS6Ls5DPO,Nigeria,West Africa,False,47,74,94,2020,Unknown,Independent,0.85,0.643,0.654,121.4,0.223,0.1408,0.349,0.3,-7.2,9,0,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,4AxG1T6UJJ4xCX4Wz6JDLG,People (feat. Ayra Starr & Omah Lay),"Libianca, Ayra Starr, Omah Lay",7kjSuFGKhLm8b5qXoMhRkJ,Cameroon,Central Africa,True,69,61,95,2023,Unknown,Independent,0.684,0.705,0.724,119.8,0.358,0.0298,0.05,0.244,-4.77,5,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,6z5y2kdxF4XrEVRFVqdGVL,Asiwaju,Ruger,0a1SidMjD8D6EHvJph4n2H,Nigeria,West Africa,False,0,67,96,2022,Unknown,Independent,0.773,0.81,0.598,99.2,0.085,0.0655,0.155,0.201,-5.9,8,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,6tgEc2O1uFHcZDKPoo6PC8,ALREADY,"Beyoncé, Shatta Wale, Major Lazer",6vWDO969PvNqNYHIOW5v0m,United States,North America,True,62,85,97,2019,Unknown,Independent,0.801,0.734,0.751,118.7,0.4,0.0075,0.172,0.249,-6.43,5,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,0hW02S9ACVYANz1ica10jH,Love Don't Cost A Dime (Re-Up),"Magixx, Ayra Starr",0rskhjcLm5BxjwZDRs4142,Nigeria,West Africa,False,57,57,98,2022,Unknown,Independent,0.551,0.697,0.67,102.9,0.12,0.011,0.099,0.196,-3.0,9,0,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,3jWAkZ9nUbGzPDapyrAIw2,Sugarcane - Remix,"Camidoh, Mayorkun, Darkoo, King Promise",6Z9Xe5mjocmPOhz2TLNrAi,Ghana,West Africa,False,50,48,99,2022,Unknown,Independent,0.629,0.811,0.664,111.2,0.127,0.0046,0.05,0.3,-7.33,11,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,4lVEVXrlQlXPdYWMGTwrFe,Overloading (OVERDOSE),"Mavins, Crayon, Ayra Starr, LADIPOE, Magixx, Boy Spyce",5JWBXFlYkBy3n2oN1To790,Nigeria,West Africa,False,53,50,100,2022,Unknown,Independent,0.719,0.845,0.592,133.0,0.158,0.0704,0.196,0.291,-6.29,2,1,4
afrobeats-hits-indie,"AFROBEATS 2025, 2024, 2023 🔥🌴",Independent Curator,DJ Boat,76806,4dvfxZKehPxpz3UZ7A5Fni,Yimmy Yimmy,"Tayc, Shreya Ghoshal, Rajat Nagpal, Jacqueline Fernandez",7gU9VyFRN3JWPJ5oHOil60,France,Western Europe,True,60,71,101,2024,Unknown,Independent,0.55,0.83,0.625,117.3,0.167,0.15,0.278,0.238,-3.86,11,0,4
afro-nation-united,Afro Nation United,Festival Curator,Afro Nation,18,2LP8KwtvzUx1onvXKQCoKR,WOTOWOTO SEASONING (feat. Black Sherif),"ODUMODUBLVCK, Black Sherif",3LOm0AZjpwVQebvkyanjDy,Nigeria,West Africa,False,67,73,1,2023,Unknown,Independent,0.85,0.733,0.522,108.9,0.212,0.0975,0.284,0.132,-4.22,0,1,4
afro-nation-united,Afro Nation United,Festival Curator,Afro Nation,18,35MU2MEhQMw0NhXZztAP9m,BLOOD ON THE DANCE FLOOR (feat. Bloody Civilian and Wale),"ODUMODUBLVCK, Bloody Civilian, Wale",3LOm0AZjpwVQebvkyanjDy,Nigeria,West Africa,False,64,73,2,2023,Unknown,Independent,0.706,0.801,0.777,105.3,0.125,0.0231,0.135,0.3,-3.32,3,1,4
afro-nation-united,Afro Nation United,Festival Curator,Afro Nation,18,6XBIOtdSL47qn201KKNCA0,JUJU (feat. Shallipopi),"Smur Lee, ODUMODUBLVCK, Shallipopi",5jF4VfE2TZtAXWYQLe3F8A,Nigeria,West Africa,False,59,58,3,2024,Unknown,Independent,0.795,0.669,0.682,90.0,0.091,0.0991,0.326,0.188,-5.7,2,0,4
afro-nation-united,Afro Nation United,Festival Curator,Afro Nation,18,7fkCiUlTXr6AAHXXtrIRd4,2:02PM IN LONDON (FREESTYLE),ODUMODUBLVCK,3LOm0AZjpwVQebvkyanjDy,Nigeria,West Africa,False,67,73,4,2025,Unknown,Independent,0.744,0.798,0.612,120.0,0.23,0.1244,0.26,0.121,-3.0,5,1,4
afro-nation-united,Afro Nation United,Festival Curator,Afro Nation,18,4DREBgUie15tAPq9KQqe2c,Laho II,"Shallipopi, Burna Boy",4TKhxSkqClXrdtUWgKqHVU,Nigeria,West Africa,False,71,70,5,2025,Unknown,Independent,0.671,0.781,0.539,104.0,0.129,0.0325,0.05,0.252,-5.9,11,1,4
afro-nation-united,Afro Nation United,Festival Curator,Afro Nation,18,4tvoZzMGhx23HAlS5GUVCa,TESLA BOY (feat. Blaqbonez),"ODUMODUBLVCK, Blaqbonez",3LOm0AZjpwVQebvkyanjDy,Nigeria,West Africa,False,46,73,6,2023,Unknown,Independent,0.666,0.734,0.599,118.3,0.272,0.0189,0.23,0.273,-4.53,5,1,4
afro-nation-united,Afro Nation United,Festival Curator,Afro Nation,18,3RMr94P81nO3GtW9MfqNp5,PITY THIS BOY (with Victony),"ODUMODUBLVCK, Victony",3LOm0AZjpwVQebvkyanjDy,Nigeria,West Africa,False,64,73,7,2025,Unknown,Independent,0.821,0.798,0.62,112.9,0.114,0.0667,0.222,0.188,-5.72,10,1,4
afro-nation-united,Afro Nation United,Festival Curator,Afro Nation,18,2h1aaSSMUspQfHKDl5uISY,Escaladizzy II,"Mavo, Shallipopi, Zlatan, Ayra Starr",1VBjib1ykqXxss9Tw5YuR9,Nigeria,West Africa,False,68,71,8,2025,Unknown,Independent,0.68,0.812,0.413,126.1,0.306,0.049,0.128,0.087,-6.82,8,1,4
afro-nation-united,Afro Nation United,Festival Curator,Afro Nation,18,1gc2RyrBm1PYdSnG65yuAl,BENIN BOYS,"Rema, Shallipopi",46pWGuE3dSwY3bMMXGBvVS,Nigeria,West Africa,False,62,77,9,2024,Unknown,Independent,0.744,0.814,0.72,116.5,0.033,0.0347,0.069,0.215,-6.66,8,1,4
afro-nation-united,Afro Nation United,Festival Curator,Afro Nation,18,73citYWxPuCPU6eR50mBOs,Elon Musk (feat. Fireboy DML) - Remix,"Shallipopi, Zlatan, Fireboy DML",4TKhxSkqClXrdtUWgKqHVU,Nigeria,West Africa,False,20,70,10,2023,Unknown,Independent,0.733,0.667,0.707,116.4,0.221,0.0342,0.35,0.3,-5.57,11,1,4
